"id_docente";"nome";"tipo";"nome_instituicao";"ano_inicio";"ano_fim";"outras_informacoes"
27;João Dallyson Sousa de Almeida;Revisor de periódico;IET Image Processing;2013;"2020";""
27;João Dallyson Sousa de Almeida;Revisor de periódico;PATTERN ANALYSIS AND APPLICATIONS;2013;"2022";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Professor de Matemática online - revista eletrônica da SBM;2020;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Operations Research Letters;2020;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;APPLIED MATHEMATICS AND COMPUTATION;2019;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;COMPUTATIONAL OPTIMIZATION AND APPLICATIONS;2018;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;ANNALS OF OPERATIONS RESEARCH;2018;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;SIAM Journal on Optimization;2013;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Journal of Global Optimization (Dordrecht. Online);2011;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Optimization (Print);2011;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Numerical Algorithms;2010;"";""
40;Joao Xavier da Cruz Neto;Revisor de periódico;Balkan Journal of Geometry and its Applications;2000;"";""
52;Jose Valdemir dos Reis Junior;Revisor de periódico;IEEE Internet of Things Journal;2021;"";""
52;Jose Valdemir dos Reis Junior;Revisor de periódico;IEEE Access;2017;"";""
52;Jose Valdemir dos Reis Junior;Revisor de periódico;OPTICAL ENGINEERING;2017;"";""
52;Jose Valdemir dos Reis Junior;Revisor de periódico;OPTICAL FIBER TECHNOLOGY;2017;"";""
52;Jose Valdemir dos Reis Junior;Revisor de periódico;Optical Switching and Networking (Print);2016;"";""
30;Luciano Reis Coutinho;Revisor de periódico;SYSTEMS;2022;"";""
30;Luciano Reis Coutinho;Revisor de periódico;iSys - Revista Brasileira de Sistemas de Informação;2021;"";""
30;Luciano Reis Coutinho;Revisor de periódico;MDPI AI;2020;"";""
30;Luciano Reis Coutinho;Revisor de periódico;SENSORS;2020;"";""
30;Luciano Reis Coutinho;Revisor de periódico;Applied Sciences-Basel;2020;"";""
30;Luciano Reis Coutinho;Revisor de periódico;IEEE Transactions on Games;2020;"";""
30;Luciano Reis Coutinho;Revisor de projeto de fomento;Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;2010;"";""
25;Mário Antonio Meireles Teixeira;Revisor de periódico;INFOCOMP (UFLA);2008;"";""
25;Mário Antonio Meireles Teixeira;Revisor de periódico;Revista IEEE América Latina;2006;"";""
42;Paulo Sergio Marques dos Santos;Membro de comitê assessor;Universidade Federal do Delta do Parnaíba;2023;"";""
42;Paulo Sergio Marques dos Santos;Membro de comitê assessor;(FAPEPI) Fundação de Amparo à Pesquisa do Estado do Piauí;2022;"2022";""
42;Paulo Sergio Marques dos Santos;Revisor de projeto de fomento;Fundação de Amparo à Pesquisa do Estado do Piauí;2022;"2022";SEMINÁRIO DE ACOMPANHAMENTO E AVALIAÇÃO FINAL DO PROGRAMA PPP-PI.
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Qualitative Theory of Dynamical Systems;2022;"";""
42;Paulo Sergio Marques dos Santos;Membro de comitê assessor;Universidade Federal do Piauí;2021;"2022";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;SOFT COMPUTING;2021;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Kyungpook Mathematical Journal;2018;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;COMPUTATIONAL & APPLIED MATHEMATICS;2018;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;OPTIMIZATION;2018;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;NUMERICAL ALGORITHMS;2018;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;COMPUTATIONAL OPTIMIZATION AND APPLICATIONS;2017;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;RAIRO-OPERATIONS RESEARCH;2017;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A;2017;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;JOURNAL OF GLOBAL OPTIMIZATION;2017;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Mathematical Reviews;2015;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Journal of Applied Mathematics;2014;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Journal of Optimization Theory and Applications;2012;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Optimization Letters (Print);2012;"";""
42;Paulo Sergio Marques dos Santos;Revisor de periódico;IEEE Transactions on Neural Networks;2007;"";Revisão de artigos científicos.
42;Paulo Sergio Marques dos Santos;Revisor de periódico;Journal of Computational and Applied Mathematics;2005;"";Revisão de artigos científicos.
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;LEARNING AND NONLINEAR MODELS;2023;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Sustainable Computing: Informatics and Systems;2023;"";https://www.sciencedirect.com/journal/sustainable-computing-informatics-and-systems
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE;2023;"";https://www.sciencedirect.com/journal/engineering-applications-of-artificial-intelligence
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Journal of Parallel and Distributed Computing;2023;"";https://www.sciencedirect.com/journal/journal-of-parallel-and-distributed-computing
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Smart Energy;2023;"";ISSN: 2666-9552
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Electronics;2023;"";https://www.mdpi.com/journal/electronics
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Mathematics;2023;"";https://www.mdpi.com/journal/mathematics
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Software;2022;"";ISSN: 2674-113X
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Financial Innovation;2022;"";https://jfin-swufe.springeropen.com/about
36;Ricardo de Andrade Lira Rabêlo;Membro de corpo editorial;Sustainability;2022;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;HardwareX;2022;"";https://www.journals.elsevier.com/hardwarex
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Journal of Energy and Power Technology;2022;"";"ISSN: 2690-1692&#10;Link: https://www.lidsen.com/journals/jept"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;MATHEMATICS AND COMPUTERS IN SIMULATION;2022;"";https://www.sciencedirect.com/journal/mathematics-and-computers-in-simulation
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL;2022;"";https://www.journals.elsevier.com/computational-and-structural-biotechnology-journal
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Bioengineering;2022;"";https://www.mdpi.com/journal/bioengineering
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Applied Computational Intelligence and Soft Computing;2021;"";https://www.hindawi.com/journals/acisc/
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal of Energy Research;2021;"";https://onlinelibrary.wiley.com/journal/1099114x
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS;2021;"";https://www.journals.elsevier.com/international-journal-of-electrical-power-and-energy-systems
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;INTERNATIONAL JOURNAL OF HYDROLOGY SCIENCE AND TECHNOLOGY;2021;"";https://www.inderscience.com/jhome.php?jcode=ijhst
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Cleaner Engineering and Technology;2021;"";"Cleaner Engineering and Technology (ISSN: 2666-7908)&#10;&#10;https://www.journals.elsevier.com/cleaner-engineering-and-technology/"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Sensors Journal;2021;"";https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7361
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Sustainable Energy Grids & Networks;2021;"";https://www.journals.elsevier.com/sustainable-energy-grids-and-networks
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;COGENT ENGINEERING;2021;"";https://www.tandfonline.com/toc/oaen20/current
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Transactions on Cybernetics;2021;"";"https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6221036&#10;&#10;https://ieeexplore.ieee.org/document/8026539"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;APPLIED ENERGY;2021;"";https://www.journals.elsevier.com/applied-energy
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal Of Ambient Energy;2021;"";https://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=taen20
36;Ricardo de Andrade Lira Rabêlo;Membro de corpo editorial;IEEE Latin America Transactions;2021;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Sustainable Energy Technologies and Assessments;2021;"";https://www.journals.elsevier.com/sustainable-energy-technologies-and-assessments
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Cognitive Computation;2021;"";https://www.springer.com/journal/12559
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Applied Sciences-Basel;2021;"";https://www.mdpi.com/journal/applsci
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Algorithms;2021;"";https://www.mdpi.com/journal/algorithms
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Bulletin of Electrical Engineering and Informatics;2021;"";https://beei.org/index.php/EEI/index
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;RENEWABLE & SUSTAINABLE ENERGY REVIEWS;2020;"";https://www.journals.elsevier.com/renewable-and-sustainable-energy-reviews
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;MEASUREMENT;2020;"";https://www.journals.elsevier.com/measurement
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;MEASUREMENT & CONTROL;2020;"";https://journals.sagepub.com/home/mac
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Informatics in Medicine Unlocked;2020;"";"https://www.journals.elsevier.com/informatics-in-medicine-unlocked&#10;&#10;ISSN: 2352-9148"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY;2020;"";https://www.springer.com/journal/11390
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Transactions on Computational Social Systems;2020;"";Online ISSN: 2329-924X
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal of Power Electronics and Drive Systems (IJPEDS);2020;"";ISSN: 2088-8694
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL;2020;"";https://www.wiley.com/en-us/International+Journal+of+Robust+and+Nonlinear+Control-p-9780JN
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Internet of Things Journal;2020;"";https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488907
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;WIRELESS COMMUNICATIONS & MOBILE COMPUTING;2020;"";"https://www.hindawi.com/journals/wcmc/about/&#10;&#10;ISSN: 1530-8669 (Print)&#10;ISSN: 1530-8677 (Online)&#10;DOI: 10.1155/6302"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Environmental Technology & Innovation;2020;"";Environmental Technology & Innovation (ISSN: 2352-1864)
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;JOURNAL OF NETWORK AND COMPUTER APPLICATIONS;2020;"";https://www.journals.elsevier.com/journal-of-network-and-computer-applications
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Sustainable Cities and Society;2020;"";"https://www.sciencedirect.com/journal/sustainable-cities-and-society&#10;&#10;https://www.journals.elsevier.com/sustainable-cities-and-society"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Interdisciplinary Sciences-Computational Life Sciences;2020;"";"- https://www.springer.com/journal/12539&#10;&#10;- https://www.springer.com/journal/12539/aims-and-scope"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Computer Networks;2020;"";"ISSN: 1389-1286&#10;&#10;https://www.journals.elsevier.com/computer-networks"
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Latin America Transactions;2020;"";https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=9907
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;APPLIED ACOUSTICS;2020;"";https://www.journals.elsevier.com/applied-acoustics
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal of Numerical Modelling: Electronic Networks, Devices;2020;"";https://onlinelibrary.wiley.com/journal/10991204
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;APPLIED SOFT COMPUTING;2020;"";https://www.journals.elsevier.com/applied-soft-computing
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Energies;2020;"";https://www.mdpi.com/journal/energies
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Energy Sources Part B-Economics Planning and Policy;2020;"";https://www.tandfonline.com/action/journalInformation?journalCode=uesb20
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;IEEE Access;2019;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;COMPUTING (WIEN. INTERNET);2019;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Journal of Intelligent Systems;2019;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Swarm and Evolutionary Computation;2018;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de projeto de fomento;Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;2018;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Medical & Biological Engineering & Computing;2016;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Journal of Control, Automation and Electrical Systems;2014;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal of Distributed Sensor Networks (Online);2013;"";""
36;Ricardo de Andrade Lira Rabêlo;Membro de corpo editorial;Caderno de Estudos Ciência e Empresa (FAETE);2013;"";""
36;Ricardo de Andrade Lira Rabêlo;Membro de corpo editorial;Sapiência (FAPEPI. Impresso);2013;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;International Journal of Water Resources and Environmental Engineering;2011;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Revista Controle & Automação da Sociedade Brasileira de Automação;2011;"";""
36;Ricardo de Andrade Lira Rabêlo;Revisor de periódico;Revista Eletrônica de Energia;2011;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;NEURAL NETWORKS;2022;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;Biomedical Signal Processing and Control;2022;"";""
45;Rodrigo de Melo Souza Veras;Revisor de projeto de fomento;Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;2022;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;MULTIMEDIA TOOLS AND APPLICATIONS;2021;"";""
45;Rodrigo de Melo Souza Veras;Membro de corpo editorial;journal of health informatics;2021;"";""
45;Rodrigo de Melo Souza Veras;Membro de corpo editorial;Computer Methods In Biomechanics And Biomedical Engineering-Imaging And Vis;2021;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;Annals of Operations Research;2020;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;EXPERT SYSTEMS WITH APPLICATIONS;2019;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;Applied Computing and Informatics;2019;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;RESEARCH ON BIOMEDICAL ENGINEERING;2019;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;ETRI JOURNAL;2019;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;IEEE Transactions on Industrial Informatics;2019;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;COMPUTERS IN BIOLOGY AND MEDICINE;2016;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;IEEE Latin America Transactions;2016;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;REVISTA DE SISTEMAS E COMPUTAÇÃO - RSC;2016;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;Biomedical Signal Processing and Control (Print);2014;"";""
45;Rodrigo de Melo Souza Veras;Revisor de periódico;Journal of Biomedical and Health Informatics;2014;"";""
41;Romuere Rodrigues Veloso e Silva;Revisor de periódico;THE JOURNAL OF SUPERCOMPUTING (DORDRECHT. ONLINE);2020;"";""
41;Romuere Rodrigues Veloso e Silva;Revisor de periódico;MACHINE VISION AND APPLICATIONS;2020;"";""
41;Romuere Rodrigues Veloso e Silva;Revisor de periódico;EURASIP Journal on Image and Video Processing;2018;"";""
41;Romuere Rodrigues Veloso e Silva;Revisor de periódico;International Journal of Injury Control and Safety Promotion;2016;"";""
41;Romuere Rodrigues Veloso e Silva;Revisor de periódico;Revista IEEE América Latina;2016;"";""
48;Vinicius Ponte Machado;Revisor de periódico;Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visu;2021;"";""
